56 200
INF	INF	INF	INF	INF	INF	INF	26.16	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	22.98	INF	INF	INF	INF	INF	INF	21.41	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	14.57	INF	INF	INF	INF	24.92	26.75	INF	INF	INF	
INF	27.01	INF	INF	INF	INF	INF	INF	INF	0.16	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	13.70	INF	INF	INF	INF	INF	INF	INF	0.86	
INF	INF	INF	INF	INF	INF	INF	27.60	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	24.65	INF	INF	INF	INF	INF	22.43	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	17.72	INF	INF	INF	11.36	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	6.63	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	2.26	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	2.48	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	9.52	INF	INF	INF	24.58	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	18.79	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	13.75	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	25.76	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	28.77	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	25.93	INF	INF	INF	INF	INF	INF	INF	11.73	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	4.16	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	3.34	INF	INF	INF	INF	INF	INF	11.16	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	11.68	INF	22.84	INF	3.39	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	28.39	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	28.00	INF	INF	INF	INF	16.87	INF	INF	INF	25.69	INF	INF	INF	6.03	INF	INF	INF	INF	
INF	INF	0.82	INF	INF	INF	INF	INF	INF	INF	INF	7.32	INF	INF	INF	INF	9.61	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	7.94	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	2.40	INF	INF	INF	INF	INF	INF	INF	INF	   0	22.44	INF	INF	19.79	INF	INF	INF	INF	INF	21.46	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	22.61	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	25.09	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	17.78	INF	INF	18.67	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	27.49	INF	INF	5.89	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	25.36	16.98	INF	INF	INF	INF	INF	INF	29.29	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	25.50	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	22.33	INF	INF	INF	INF	INF	14.24	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	18.97	INF	INF	INF	INF	23.46	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	16.10	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	6.51	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	26.80	INF	INF	INF	INF	INF	14.27	INF	INF	INF	24.37	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	18.61	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	22.44	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	26.62	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	16.56	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	28.61	INF	INF	13.93	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	1.58	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	9.64	INF	INF	25.56	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	29.78	INF	INF	INF	INF	INF	24.45	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	12.61	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	23.82	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	23.37	INF	INF	INF	13.66	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	17.28	INF	8.00	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	20.65	INF	INF	INF	19.78	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	13.55	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	2.82	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	14.07	INF	27.62	INF	INF	INF	INF	INF	INF	28.91	INF	1.73	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	28.95	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	21.02	INF	INF	INF	INF	
INF	INF	INF	INF	INF	10.68	4.69	INF	INF	INF	INF	INF	INF	INF	INF	INF	26.33	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	29.30	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0.44	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	21.34	INF	   0	INF	INF	INF	INF	7.13	INF	INF	INF	24.27	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	4.50	22.52	INF	29.65	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	13.26	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	15.55	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	23.34	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0.46	INF	INF	INF	2.67	15.61	INF	28.09	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	14.93	0.96	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	27.03	INF	INF	INF	INF	INF	INF	INF	5.42	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	8.06	INF	INF	24.87	INF	INF	INF	INF	
28.18	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	20.26	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	21.01	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	INF	
9.67	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	3.92	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	29.57	INF	INF	INF	INF	28.14	INF	10.87	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	INF	INF	
11.01	6.65	INF	18.56	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	17.82	1.19	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	11.74	INF	
INF	15.99	INF	INF	INF	INF	INF	INF	INF	12.26	INF	INF	4.80	INF	5.99	INF	INF	INF	INF	INF	26.60	INF	INF	INF	INF	INF	INF	INF	13.75	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	19.50	INF	INF	INF	INF	   0	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	25.18	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	22.76	19.55	18.78	INF	INF	22.57	11.84	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	27.16	INF	INF	INF	INF	INF	INF	27.04	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	14.06	27.04	INF	INF	INF	INF	INF	INF	INF	INF	INF	   0	INF	INF	
INF	INF	INF	INF	INF	12.02	INF	INF	INF	3.67	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	11.41	INF	INF	29.81	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1.32	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	13.40	INF	INF	INF	INF	   0	INF	
5.77	INF	INF	INF	INF	INF	INF	INF	INF	3.42	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	6.42	INF	INF	INF	2.27	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	21.87	INF	INF	INF	INF	INF	   0	
